Pb_Pb Mean Width Dist Flactutation Temp Kink eta_s Slope_low Slope_high Max Temp_peak Width_peak Asym_peak R
28.0975 -0.2299 1.3953 0.4892 1.011 0.1357 0.1519 0.1696 -1.7202 -0.2658 0.0788 0.2923 0.0357 -0.4788 0.7604
21.0325 -0.9211 1.4592 0.1696 0.6421 0.1209 0.1555 0.0611 -0.8367 -0.8568 0.0153 0.1337 0.0429 0.598 0.3845
22.8275 -0.0775 0.9942 0.0208 1.9273 0.1268 0.1764 0.1913 0.8342 -0.9168 0.0993 0.1345 0.1051 0.0492 0.7058
23.8025 -0.3679 0.9242 0.0973 0.7229 0.1512 0.2056 0.151 -1.9212 1.7682 0.012 0.1493 0.141 -0.7348 0.6946
20.2975 -0.9793 0.6192 1.6418 1.0331 0.1246 0.29 0.1107 -1.7188 -0.9468 0.2393 0.1537 0.0315 0.4068 0.8773
20.0425 -0.0337 0.5668 1.4573 1.7335 0.1218 0.1795 0.0197 0.0257 -0.7968 0.1476 0.2364 0.1062 -0.6476 0.4325
26.1925 -0.4579 1.3178 0.6277 1.3289 0.1323 0.2949 0.0135 -1.6722 0.0402 0.1765 0.1689 0.0313 -0.2692 0.6785
28.1225 -0.6085 1.1782 0.0327 0.5605 0.1459 0.2101 0.0136 0.3483 1.7112 0.1091 0.1221 0.031 -0.7452 0.7716
25.7125 -0.2509 1.3632 0.6201 1.8882 0.1507 0.1443 0.1791 -1.1112 -0.9078 0.0344 0.1629 0.149 0.3996 0.9932
29.8475 -0.3997 1.1132 0.8751 1.8202 0.1228 0.1821 0.1839 -0.7812 -0.6602 0.2277 0.184 0.106 0.2204 0.8283
27.0575 -0.8611 0.8678 0.5359 1.5227 0.1644 0.2228 0.1703 -1.1308 -0.8792 0.0407 0.155 0.0653 0.542 0.6421
26.1175 0.0149 1.1572 1.2355 1.9681 0.132 0.2645 0.1308 -1.2462 1.9738 0.0588 0.2136 0.0605 -0.5572 0.3537
27.5825 -0.6571 0.5788 0.9847 0.6821 0.1373 0.2795 0.0115 -0.8083 -0.9228 0.0175 0.2163 0.0647 0.2876 0.9928
24.5175 -0.9589 1.4578 0.9456 0.858 0.1204 0.1793 0.0753 -1.2073 1.0542 0.2325 0.1858 0.0383 -0.5108 0.8931
28.3625 -0.1009 1.1318 0.0948 1.1895 0.1316 0.2656 0.1306 -0.3493 -0.8898 0.1831 0.2465 0.1257 0.1212 0.9389
29.8375 0.0629 0.7118 0.7731 0.745 0.1531 0.2769 0.1922 0.2372 -0.9752 0.0587 0.271 0.125 0.4052 0.7471
29.9975 -0.9169 0.9902 0.5538 0.6345 0.1622 0.1402 0.082 0.8327 -0.4097 0.1235 0.2883 0.0973 0.2508 0.3999
21.9075 -0.1807 0.6098 0.4577 0.433 0.1272 0.2604 0.0803 -1.9348 -0.9392 0.1329 0.1698 0.1008 -0.6932 0.8276
28.4025 -0.9151 0.5302 0.388 1.0952 0.1338 0.2357 0.0242 0.1772 -0.8838 0.2387 0.1712 0.0645 -0.3812 0.6257
25.2775 -0.8941 1.0583 0.8292 1.8058 0.1638 0.2989 0.1995 -0.9133 -0.4532 0.0931 0.217 0.1425 -0.7084 0.9067
24.9425 -0.4777 1.2692 0.1713 0.3242 0.1453 0.1517 0.1809 -0.7468 -0.0122 0.1509 0.1646 0.0591 0.4884 0.9512
23.0325 -0.1117 1.2128 0.8445 1.8364 0.1334 0.244 0.123 -1.9888 0.5608 0.0768 0.1295 0.0759 -0.6276 0.9505
26.5675 -0.6883 1.4538 0.1543 0.314 0.1437 0.2882 0.0604 0.4188 -0.2463 0.0365 0.2876 0.0449 0.7116 0.7748
28.0575 -0.1021 0.6048 0.445 1.1589 0.1616 0.1507 0.1625 -0.1738 -0.4338 0.0212 0.2688 0.0495 0.3348 0.9536
22.6725 -0.3781 0.8628 0.5682 0.7535 0.1406 0.1809 0.0253 -1.8358 -0.7008 0.2454 0.2114 0.1105 0.7796 0.6414
28.0625 -0.7303 0.7722 0.4934 0.399 0.1287 0.16 0.1964 0.2928 0.3598 0.047 0.133 0.1358 -0.7956 0.9386
22.3975 -0.9103 0.8138 1.2882 0.4305 0.1311 0.2972 0.1765 -0.3837 -0.8028 0.2042 0.2991 0.1013 0.4132 0.6061
26.1425 -0.4189 1.3728 1.0901 0.3489 0.1616 0.2979 0.1303 0.2732 0.9268 0.0291 0.1288 0.112 0.7484 0.3289
23.0025 -0.3649 1.4998 1.3596 0.5546 0.1322 0.2702 0.1941 0.2252 1.5658 0.0738 0.1585 0.106 -0.342 0.8616
26.2475 0.1259 1.1178 0.1041 1.963 0.1279 0.2821 0.1654 -0.6162 1.7502 0.218 0.1495 0.0322 0.346 0.7807
28.4175 -0.4603 1.0463 1.6834 1.2312 0.1464 0.2576 0.0765 -1.6932 -0.8762 0.0949 0.2715 0.0507 -0.4836 0.8423
23.8825 -0.9235 1.4298 0.7663 1.8551 0.1591 0.1585 0.157 0.3468 1.3047 0.0555 0.2779 0.0395 0.6236 0.8962
29.4675 -0.3271 0.7538 1.3868 1.6417 0.1536 0.175 0.1856 0.7037 -0.5792 0.2125 0.2099 0.0435 -0.7276 0.9001
23.1225 -0.9835 1.4048 0.8904 0.8631 0.1203 0.149 0.1781 0.5552 -0.4428 0.126 0.1539 0.1451 0.2764 0.7692
29.3625 -0.4585 1.2008 1.3179 0.9439 0.1247 0.2474 0.1748 -0.1197 -0.9798 0.1613 0.2541 0.0831 -0.1892 0.9214
29.6225 0.1283 0.7398 0.2061 0.5053 0.1339 0.1923 0.0732 -0.4137 -0.3213 0.2361 0.1224 0.0266 -0.6044 0.6397
20.1925 -0.5581 0.8612 0.4067 1.9537 0.1309 0.2866 0.1792 0.1277 -0.5868 0.2123 0.1792 0.1215 -0.4572 0.3716
27.3525 0.0221 1.0402 0.9329 1.8083 0.1591 0.2282 0.0476 0.4893 -0.1592 0.0356 0.2995 0.0843 -0.71 0.8539
26.3175 -0.8413 0.5372 0.9541 1.3612 0.1494 0.2827 0.1502 0.6587 -0.0948 0.0835 0.1255 0.026 -0.6268 0.3292
25.3525 -0.0049 1.4688 0.6413 0.8359 0.1426 0.2391 0.1987 -1.5312 -0.9302 0.0451 0.2343 0.0627 0.5676 0.7072
26.3275 0.0515 0.9248 1.193 1.3867 0.133 0.2207 0.1456 -1.6588 -0.7052 0.1051 0.1692 0.1297 0.2164 0.4178
26.7375 -0.6073 1.2648 0.1398 1.3145 0.128 0.2899 0.1474 -0.1467 0.8938 0.0719 0.1704 0.0984 -0.798 0.6967
29.3125 -0.6361 0.8728 1.2754 1.6689 0.1434 0.1493 0.1971 -0.8878 -0.0558 0.0499 0.2935 0.1432 -0.7836 0.5452
21.5025 -0.8683 1.3208 1.6316 0.5384 0.164 0.1655 0.1673 -1.0692 1.7548 0.0279 0.2031 0.0623 0.2628 0.3618
28.9325 -0.7111 0.9302 0.8895 1.5193 0.1557 0.2446 0.0179 0.4923 -0.6798 0.2321 0.2961 0.1244 -0.0644 0.7195
21.6225 -0.6889 1.1032 1.0374 1.8797 0.1533 0.1831 0.1677 0.6873 -0.6168 0.1193 0.2981 0.0282 -0.7164 0.3282
20.1425 0.0971 0.6218 0.5325 0.3166 0.1603 0.2389 0.1574 -1.9002 -0.0708 0.1008 0.2819 0.0258 0.006 0.779
29.7075 -0.5017 1.4178 1.2865 1.5066 0.1218 0.2307 0.1646 -1.6122 0.0448 0.1634 0.1277 0.0634 -0.65 0.3908
27.2125 -0.8323 1.0092 1.3808 1.4573 0.1489 0.2103 0.0278 -1.5702 -0.8778 0.0379 0.246 0.1493 0.2604 0.8385
27.6025 -0.9943 1.3508 0.4798 1.3017 0.1544 0.1446 0.0261 -1.9632 -0.0842 0.2066 0.1488 0.088 -0.6732 0.9515
21.4975 -0.1141 1.0122 0.1747 1.7939 0.1462 0.1538 0.021 -1.8132 0.0162 0.0167 0.2359 0.1453 0.6396 0.8448
28.2125 -0.5839 0.9042 0.8334 0.3701 0.1327 0.2179 0.1908 -0.3748 -0.9452 0.035 0.1465 0.077 0.474 0.4923
26.5825 -0.8563 1.1942 0.3795 1.5788 0.1599 0.293 0.0762 -1.2958 0.4108 0.0692 0.2183 0.0262 -0.4084 0.3303
29.5175 -0.8749 1.4253 1.6248 0.9201 0.1555 0.2909 0.1747 -1.0738 1.7562 0.0533 0.2027 0.1097 -0.686 0.5448
27.5375 -0.2623 1.2412 0.1194 0.4058 0.1279 0.2964 0.092 -1.6632 -0.7098 0.1827 0.136 0.0332 0.1908 0.9487
21.8475 -0.1579 0.8748 1.3834 1.0127 0.1213 0.2835 0.0764 -1.6272 1.2808 0.2006 0.1614 0.1123 -0.6652 0.8794
21.4875 -0.5281 0.9098 0.779 0.6897 0.1422 0.2836 0.1881 -0.0733 0.0493 0.0812 0.138 0.0615 -0.5596 0.7552
20.3225 -0.1591 1.2117 1.4752 1.6876 0.1601 0.2831 0.1859 -1.9588 0.5293 0.2166 0.1443 0.0651 -0.41 0.4916
24.7275 -0.2287 1.0343 0.7807 1.7896 0.1596 0.1355 0.0827 -0.3177 1.9212 0.0785 0.1218 0.0308 0.39 0.4314
27.8175 0.0959 0.5348 0.7034 0.541 0.1607 0.206 0.0916 -0.6072 -0.2912 0.0469 0.2748 0.1436 -0.0788 0.3044
