"Pb_Pb" "Mean" "Width" "Dist" "Flactutation" "Temp" "Kink" "eta_s" "Slope_low" "Slope_high" "Max" "Temp_peak" "Width_peak" "Asym_peak" "R" "tau_initial"
12.1 0.5558 0.993 1.3277 0.6655 0.14109 0.29541 0.13597 -0.605 1.871 0.21088 0.21198 0.082875 -0.2768 0.7921 0.05
12.74 -0.1722 0.551 0.9061 1.4169 0.15555 0.17267 0.05959 -1.451 0.539 0.01312 0.25086 0.142375 -0.5488 0.4771 0.05
12.82 -0.077 1.269 0.3417 1.7535 0.13665 0.21313 0.07669 -1.793 -0.559 0.14848 0.14538 0.092125 0.00800000000000001 0.8957 0.05
13.42 -0.3738 0.643 0.1751 0.5737 0.14433 0.13289 0.08961 0.499 1.151 0.20272 0.25914 0.098875 -0.4528 0.7655 0.05
13.66 -0.2786 0.515 1.4841 1.0089 0.15801 0.23931 0.18271 -1.367 0.899 0.18496 0.1965 0.031875 0.5584 0.7011 0.05
14.18 -0.0854 0.689 1.2291 0.3357 0.13785 0.21925 0.03945 -1.613 0.113 0.0928 0.24726 0.114375 0.2384 0.9363 0.05
14.46 0.1722 1.247 0.0017 0.8457 0.14967 0.19239 0.19069 -1.973 0.431 0.06976 0.27318 0.051375 -0.3024 0.6703 0.05
15.06 -0.0378000000000001 0.905 1.2631 1.7671 0.14583 0.17981 0.07061 0.775 -0.973 0.19648 0.2415 0.148625 -0.2032 0.3903 0.05
15.3 0.1078 1.103 1.1067 1.7229 0.16323 0.18831 0.01247 -0.0409999999999999 1.889 0.02368 0.2667 0.070125 0.3696 0.6423 0.05
15.94 0.3682 0.875 0.6545 1.2435 0.14691 0.14955 0.19677 0.823 1.775 0.03376 0.22098 0.122875 0.0752 0.4281 0.05
16.14 0.0546000000000001 1.289 0.2703 0.9103 0.14043 0.22741 0.06529 0.553 -0.631 0.22192 0.26346 0.033625 0.12 0.9517 0.05
16.62 -0.3122 1.011 0.7055 1.2945 0.15777 0.23013 0.16105 -1.697 1.529 0.16 0.15258 0.129625 -0.76 0.9727 0.05
16.82 -0.2394 0.707 0.2805 1.6209 0.15243 0.26039 0.14775 -0.449 0.677 0.04528 0.23754 0.144875 0.7216 0.9699 0.05
17.3 -0.4298 1.321 0.4811 0.3017 0.16455 0.18355 0.02045 -1.331 1.349 0.11488 0.21522 0.109125 0.4592 0.5247 0.05
17.9 -0.2198 0.833 0.3995 1.5801 0.15429 0.26617 0.08315 0.199 1.751 0.17632 0.12342 0.059625 0.6512 0.3427 0.05
18.22 0.679 1.343 1.4467 1.1075 0.15225 0.20259 0.17473 -1.211 -0.307 0.11776 0.23358 0.100875 0.7504 0.9895 0.05
18.42 0.5278 0.539 0.4709 1.3285 0.14331 0.16961 0.04325 -0.311 1.301 0.21712 0.14286 0.130875 0.4336 0.8691 0.05
19.18 0.2002 1.373 0.3315 0.3935 0.15123 0.25257 0.14433 0.451 0.971 0.12304 0.13998 0.138625 0.776 0.7557 0.05
19.42 -0.4102 0.607 1.5487 0.6859 0.14541 0.29303 0.15687 0.685 0.167 0.1528 0.29226 0.097125 -0.1808 0.5919 0.05
19.98 -0.553 1.497 0.5423 1.2741 0.15405 0.15227 0.05199 -0.365 1.679 0.19888 0.19974 0.043125 -0.424 0.9083 0.05
20.18 -0.5698 1.175 0.1241 1.0701 0.13593 0.25665 0.11013 0.889 1.199 0.0544 0.20982 0.038625 -0.3792 0.5681 0.05
20.58 0.0686000000000001 1.213 1.2155 1.9133 0.14013 0.13493 0.09265 -1.919 1.961 0.13936 0.21738 0.086125 0.616 0.7067 0.05
20.86 -0.5054 1.385 0.7905 1.8487 0.14883 0.28759 0.19259 -0.893 -0.211 0.07408 0.28254 0.074625 0.3856 0.4883 0.05
21.5 -0.6146 1.181 0.6273 0.4241 0.16425 0.28487 0.12305 0.301 -0.085 0.19168 0.18282 0.036625 0.1328 0.7389 0.05
21.82 -0.4998 1.421 1.5691 0.7131 0.14751 0.14615 0.12609 -1.703 -0.499 0.17968 0.2541 0.110625 0.2608 0.4211 0.05
22.34 -0.3066 1.401 1.6643 0.8049 0.15051 0.20531 0.14015 0.757 0.00500000000000012 0.02848 0.1947 0.125125 -0.4112 0.9223 0.05
22.78 0.6678 1.133 1.5113 0.6179 0.15513 0.19579 0.12989 0.0669999999999997 1.037 0.1672 0.29874 0.026125 0.2032 0.5009 0.05
23.14 0.2758 0.793 0.0561 1.5087 0.15891 0.24373 0.18841 0.133 -0.241 0.24784 0.24402 0.105125 -0.0784 0.4631 0.05
23.54 0.00980000000000003 1.027 0.7463 1.7977 0.15711 0.16009 0.01741 0.991 -0.799 0.12736 0.1263 0.077875 -0.0208 0.7893 0.05
23.82 -0.00139999999999996 0.741 1.6983 0.4411 0.15603 0.16315 0.03489 0.385 1.247 0.17248 0.1605 0.103875 0.0336000000000001 0.3623 0.05
24.38 0.4774 0.961 0.9843 0.4955 0.16221 0.22299 0.04553 -1.499 -0.739 0.21472 0.13422 0.119625 -0.0368000000000001 0.8439 0.05
24.46 0.3486 1.055 1.6031 1.9881 0.14829 0.27909 0.02653 -0.401 1.055 0.08896 0.15906 0.089625 -0.696 0.6563 0.05
24.82 0.4158 1.221 0.8279 0.8423 0.13683 0.17505 0.11963 0.247 -0.859 0.05104 0.18498 0.060625 0.6896 0.4435 0.05
25.22 -0.1442 0.631 1.3005 1.8691 0.13947 0.23761 0.10785 -1.829 -0.457 0.13072 0.1299 0.063375 0.3024 0.4057 0.05
25.94 0.4382 1.449 0.9197 1.1313 0.16185 0.21619 0.16333 -1.025 0.0529999999999999 0.08416 0.13602 0.045125 -0.7152 0.5947 0.05
26.22 -0.4746 0.859 1.0387 1.5461 0.14277 0.27535 0.02235 -1.559 0.683 0.23152 0.27822 0.069875 0.168 0.8187 0.05
26.5 -0.1134 0.589 1.1747 0.9749 0.14217 0.15601 0.15307 -0.851 0.479 0.04048 0.2703 0.048375 -0.6544 0.3385 0.05
27.1 -0.693 0.807 1.4025 1.4713 0.16293 0.16587 0.16713 -0.113 1.409 0.10432 0.22458 0.115625 0.5808 0.6185 0.05
27.42 0.1358 1.473 1.3617 1.1619 0.15099 0.29677 0.10367 -1.259 0.785 0.24112 0.17346 0.094375 0.3376 0.3245 0.05
27.7 -0.637 0.779 0.0731 1.1993 0.14817 0.26311 0.10101 -0.725 -0.889 0.06112 0.16698 0.136375 -0.3376 0.5625 0.05
28.22 0.245 1.155 0.6069 1.6515 0.14349 0.13901 0.07935 -0.251 0.299 0.0784 0.2955 0.133875 -0.5776 0.8523 0.05
28.46 -0.3486 0.951 0.8721 1.4339 0.13545 0.14309 0.17131 -0.173 0.371 0.2296 0.15006 0.081875 -0.6224 0.6815 0.05
28.82 0.5614 0.927 0.1683 0.5533 0.13839 0.23489 0.05123 -0.521 0.857 0.14416 0.20586 0.120375 -0.2544 0.3119 0.05
29.54 0.3094 0.565 0.4301 1.3693 0.13917 0.20939 0.11507 0.0250000000000004 1.583 0.1072 0.22998 0.029375 0.4848 0.8845 0.05
29.94 0.2814 1.079 0.5695 1.0259 0.16125 0.28147 0.03147 -0.959 -0.355 0.0352 0.28794 0.075625 -0.136 0.6339 0.05
10.1 -0.2954 1.355 0.4029 1.3591 0.15825 0.16111 0.08049 0.0310000000000001 1.415 0.01552 0.13854 0.084875 0.00160000000000005 0.6773 0.05
10.62 0.5138 0.559 1.6541 0.3901 0.14403 0.20803 0.14395 -1.301 -0.0369999999999999 0.09088 0.2037 0.056875 0.0976000000000001 0.5639 0.05
11.18 0.049 0.899 1.4705 1.8351 0.15993 0.24033 0.16029 -0.557 1.907 0.19792 0.17202 0.142625 0.1584 0.7431 0.05
11.34 -0.5782 1.329 1.5759 1.7059 0.13551 0.21347 0.10253 0.715 0.215 0.14176 0.23718 0.076625 -0.1552 0.7263 0.05
11.94 -0.3374 0.531 0.1921 0.9579 0.16347 0.28079 0.12875 -0.611 0.623 0.08608 0.21162 0.080125 -0.5904 0.8355 0.05
12.06 -0.4018 0.789 0.3145 1.8997 0.15561 0.16791 0.08999 0.403 -0.625 0.2152 0.2073 0.028875 -0.1744 0.6885 0.05
12.46 0.4298 0.865 1.2665 0.7811 0.16023 0.28691 0.02919 -0.971 1.721 0.07504 0.2523 0.099375 -0.3824 0.4519 0.05
13.02 0.693 1.059 1.0115 1.0157 0.14595 0.14445 0.11697 0.265 1.181 0.17824 0.29514 0.123625 -0.0624 0.9125 0.05
13.22 0.4858 1.303 0.5627 1.4373 0.14781 0.16417 0.15117 -1.961 0.995 0.19312 0.24114 0.116125 -0.2992 0.3021 0.05
13.9 0.0937999999999999 1.397 1.3787 1.5665 0.15435 0.29507 0.10063 -1.115 -0.577 0.03568 0.17526 0.034125 0.04 0.5793 0.05
14.14 -0.6314 1.007 0.8925 0.8559 0.15345 0.25291 0.01095 -1.079 0.413 0.18688 0.16122 0.141625 0.4464 0.9237 0.05
14.58 0.5782 0.687 0.4471 1.1755 0.14199 0.23081 0.13863 0.475 -0.127 0.16864 0.17778 0.135625 0.6576 0.3637 0.05
15.1 0.1918 0.837 0.8415 1.2027 0.13881 0.23659 0.07403 0.979 1.283 0.148 0.1245 0.119375 -0.7216 0.9307 0.05
15.46 -0.00980000000000003 0.767 0.5117 0.6315 0.16131 0.15159 0.18955 0.097 1.139 0.10576 0.27282 0.037125 0.536 0.6955 0.05
15.62 -0.2646 1.375 0.5899 0.6587 0.13737 0.22571 0.18005 -0.905 -0.0429999999999999 0.21856 0.19434 0.054875 0.7792 0.7641 0.05
16.1 0.3402 1.255 0.1377 1.6889 0.15843 0.27671 0.06909 -1.229 0.695 0.10768 0.28902 0.089375 0.7184 0.8201 0.05
16.42 -0.6062 0.805 1.0421 0.8899 0.15369 0.13017 0.05351 -0.071 0.269 0.11248 0.23322 0.138875 0.5616 0.3189 0.05
17.1 -0.1386 0.731 1.0693 0.7301 0.13761 0.21007 0.03451 0.859 1.799 0.05296 0.22962 0.046875 0.632 0.6199 0.05
17.34 -0.035 0.919 1.6677 0.9817 0.16305 0.22095 0.17055 -0.755 -0.853 0.24592 0.21486 0.121375 -0.5264 0.5359 0.05
17.94 0.0154 1.419 1.3481 0.4989 0.14643 0.27297 0.19601 0.541 1.385 0.08032 0.2217 0.114875 -0.3888 0.4351 0.05
18.34 0.2142 0.627 1.3073 1.8929 0.15237 0.19307 0.08809 -1.391 1.625 0.04384 0.15474 0.062875 0.392 0.3315 0.05
18.78 0.0630000000000001 0.963 0.7973 0.5635 0.15105 0.28317 0.03717 -0.095 -0.745 0.20416 0.2973 0.030375 0.2896 0.4729 0.05
18.9 0.1414 1.427 0.0629 1.3353 0.15621 0.25937 0.06187 0.931 0.935 0.23776 0.24654 0.112125 -0.344 0.4239 0.05
19.38 -0.4242 1.159 0.8517 0.6961 0.14025 0.24509 0.07517 -0.839 1.967 0.2344 0.14934 0.041875 -0.488 0.4841 0.05
19.9 0.6398 0.581 0.2771 1.0735 0.14715 0.17607 0.04059 -0.371 0.335 0.0232 0.14574 0.042875 -0.0304 0.8621 0.05
20.14 0.1246 1.199 1.5521 1.0939 0.15171 0.14751 0.04439 -1.505 -0.229 0.15136 0.16374 0.061625 -0.6672 0.9853 0.05
20.5 -0.3318 1.039 1.5079 1.4849 0.15765 0.13969 0.16371 -0.989 -0.811 0.01072 0.26202 0.078375 0.2288 0.8075 0.05
21.18 -0.4634 0.609 0.9503 1.9405 0.16209 0.26753 0.14167 0.673 0.125 0.17536 0.28362 0.102625 0.4944 0.7837 0.05
21.42 0.2534 1.107 0.0323 1.7331 0.15021 0.22469 0.19829 -0.275 -0.925 0.06448 0.18138 0.094875 -0.44 0.9615 0.05
21.98 0.5922 1.065 0.6783 1.8079 0.14067 0.24849 0.18385 0.103 0.761 0.13456 0.26922 0.026625 -0.6128 0.5135 0.05
22.3 0.2394 1.281 1.1509 0.3629 0.16149 0.20463 0.12723 -1.901 1.259 0.0616 0.12774 0.130625 0.1808 0.6465 0.05
22.74 -0.4802 0.757 0.3621 1.9677 0.15249 0.17335 0.16865 0.601 1.835 0.15904 0.19074 0.101625 -0.7728 0.5401 0.05
23.18 0.4018 1.211 0.2499 1.3081 0.14133 0.15941 0.18651 -1.643 1.511 0.02464 0.22602 0.095875 0.6736 0.7935 0.05
23.34 0.6566 1.089 0.7429 0.7471 0.13575 0.29813 0.05161 -0.491 -0.181 0.1264 0.2001 0.107375 0.4656 0.9951 0.05
23.62 -0.5586 0.955 0.1003 0.3289 0.14373 0.29031 0.09569 -0.425 0.617 0.05776 0.25662 0.127875 0.3408 0.3875 0.05
24.06 0.3738 1.447 0.2125 1.1347 0.15681 0.21551 0.02463 -1.835 0.179 0.24304 0.13782 0.072875 0.2768 0.6227 0.05
24.74 -0.6818 0.985 1.1033 1.7841 0.14229 0.18627 0.12039 -0.641 0.911 0.1216 0.12306 0.070625 0.7408 0.9461 0.05
25.1 -0.1498 1.265 0.1343 0.4547 0.13977 0.18015 0.10975 -0.719 0.503 0.11968 0.29046 0.049125 -0.7568 0.8915 0.05
25.38 -0.0826 1.177 0.7803 1.6413 0.13833 0.26379 0.11583 -1.409 -0.415 0.20704 0.1317 0.145625 -0.4784 0.5079 0.05
25.66 -0.2366 0.579 1.4433 1.5495 0.13623 0.15669 0.13255 -1.523 -0.373 0.2224 0.28146 0.086375 -0.1168 0.6591 0.05
26.1 -0.3766 1.479 1.1985 1.2503 0.14475 0.20021 0.01437 -1.733 0.473 0.09184 0.26562 0.066125 -0.2064 0.3497 0.05
26.54 0.5446 1.139 1.4195 1.4917 0.15903 0.23217 0.02007 0.355 0.0290000000000001 0.10048 0.2433 0.147625 0.3568 0.4659 0.05
26.9 -0.5138 0.649 1.5997 0.5295 0.14859 0.19613 0.17625 0.295 0.803 0.13648 0.17022 0.039625 -0.5456 0.7585 0.05
27.46 -0.2086 0.701 1.2325 1.2605 0.16437 0.18899 0.06453 -1.169 1.565 0.23008 0.27534 0.068375 -0.2288 0.4099 0.05
27.62 -0.1078 1.483 0.5015 0.4309 0.14901 0.18151 0.10595 0.211 -0.967 0.03328 0.15942 0.127125 0.0656000000000001 0.6031 0.05
28.26 -0.1918 0.673 0.4097 0.8117 0.14289 0.13595 0.05617 -1.637 1.691 0.16384 0.19686 0.134875 -0.2608 0.7193 0.05
28.78 0.3262 0.501 0.6409 0.9443 0.14949 0.25767 0.14965 -1.817 -0.487 0.07024 0.25734 0.090375 0.5872 0.5933 0.05
29.1 0.4662 1.237 0.9673 0.6043 0.16449 0.24985 0.08467 0.793 1.043 0.15472 0.1857 0.051625 -0.0944 0.8761 0.05
29.3 -0.6482 0.841 1.1713 1.4135 0.14577 0.26991 0.02843 -0.149 -0.289 0.04288 0.21882 0.107625 -0.6768 0.8593 0.05
29.98 0.2842 0.937 0.7089 1.5937 0.15483 0.14139 0.15725 -0.203 -0.661 0.1912 0.14502 0.057875 0.2128 0.3805 0.05
10.22 0.0322 1.053 0.4369 0.6417 0.13695 0.15431 0.13179 -0.743 0.983 0.03184 0.17958 0.123375 0.6416 0.6437 0.05
10.54 0.6762 1.391 0.8687 0.6247 0.15213 0.22163 0.17663 0.697 -0.0609999999999999 0.14464 0.1551 0.056375 0.2064 0.7599 0.05
10.82 -0.3934 0.929 0.5253 1.3013 0.14085 0.19885 0.16219 -0.635 0.365 0.22912 0.2883 0.037625 -0.2928 0.3889 0.05
11.46 -0.595 1.301 0.6681 1.9915 0.16083 0.21211 0.12419 -1.007 0.563 0.10336 0.19326 0.059875 0.728 0.9097 0.05
11.78 -0.1218 1.379 0.4879 1.0871 0.16467 0.23149 0.15801 -0.443 1.913 0.07936 0.26742 0.132375 0.0816000000000001 0.5821 0.05
12.3 -0.3654 0.945 1.5793 1.5121 0.15549 0.26787 0.04287 -0.569 0.0469999999999999 0.24976 0.14718 0.063875 -0.28 0.8467 0.05
12.62 0.2646 0.727 1.1679 1.3557 0.13845 0.25087 0.17739 -1.139 0.977 0.07648 0.28542 0.069375 0.4016 0.9881 0.05
13.1 0.357 0.897 1.3141 0.6009 0.16383 0.16655 0.05465 -0.263 -0.985 0.06736 0.26886 0.081125 -0.2 0.8607 0.05
13.58 0.2954 1.407 1.4637 0.7369 0.15687 0.20293 0.09797 -1.769 1.943 0.1648 0.22422 0.047125 -0.6192 0.7669 0.05
13.98 -0.2674 1.145 1.6609 1.6039 0.13869 0.28521 0.11089 -0.701 1.571 0.11872 0.18606 0.042125 0.4752 0.3833 0.05
14.1 0.4886 0.853 0.3519 1.4441 0.14877 0.16179 0.02387 -1.673 0.851 0.19936 0.24942 0.074125 0.7824 0.4813 0.05
14.54 -0.2254 1.129 0.4437 1.8895 0.14661 0.22605 0.03869 0.853 0.491 0.02752 0.20838 0.118625 -0.5744 0.3595 0.05
14.98 -0.2926 0.523 1.2393 0.9205 0.14139 0.20633 0.17169 -0.809 -0.877 0.1552 0.20334 0.108125 -0.7984 0.8817 0.05
15.26 -0.147 0.623 0.8143 1.6923 0.16041 0.13663 0.06377 0.343 1.781 0.16048 0.23898 0.094125 -0.328 0.9349 0.05
15.78 0.147 1.119 0.2057 0.3153 0.15165 0.25631 0.07555 -1.265 -0.817 0.18304 0.1659 0.050875 -0.7376 0.5149 0.05
16.38 0.6286 0.717 0.7395 0.5363 0.15615 0.17743 0.19525 -0.233 0.293 0.17008 0.25878 0.133625 -0.4592 0.3469 0.05
16.5 -0.4606 1.239 1.1917 0.4071 0.14223 0.24339 0.01133 0.139 0.551 0.03808 0.13962 0.085875 -0.4016 0.8173 0.05
16.9 0.4494 1.469 1.5317 1.7705 0.14397 0.18933 0.10291 -0.395 -0.655 0.20464 0.16734 0.110125 0.4208 0.3399 0.05
17.54 -0.0629999999999999 0.605 1.3685 1.9099 0.15789 0.29201 0.07859 -1.355 -0.475 0.04336 0.27642 0.079875 -0.3568 0.5345 0.05
17.62 -0.1974 0.691 0.0187 1.7195 0.14325 0.29711 0.18537 -0.515 0.731 0.20752 0.15762 0.135375 -0.1328 0.5597 0.05
18.14 -0.539 0.561 0.3009 0.7913 0.15027 0.25461 0.09531 0.433 -0.601 0.05248 0.23574 0.053375 0.5168 0.9181 0.05
18.54 0.1218 0.511 0.3077 0.3867 0.15987 0.24135 0.06719 0.469 1.655 0.09616 0.17418 0.138125 0.152 0.4911 0.05
19.02 0.385 0.979 0.6851 1.7603 0.14991 0.13051 0.18423 -1.487 1.163 0.13552 0.12486 0.031625 0.104 0.6577 0.05
19.26 -0.091 0.659 1.5011 1.2401 0.15753 0.15193 0.07327 0.769 0.629 0.02416 0.13026 0.060875 0.6384 0.6311 0.05
19.78 -0.4382 0.911 1.4297 1.0497 0.16161 0.23353 0.14243 -1.319 1.073 0.01216 0.13638 0.083625 -0.6608 0.4561 0.05
20.38 0.5474 1.425 0.7497 1.3931 0.15855 0.28249 0.03413 -0.863 1.427 0.06784 0.14214 0.044875 0.3792 0.7291 0.05
20.62 -0.6846 1.195 1.2801 1.2537 0.15273 0.29371 0.05769 -0.0649999999999999 -0.337 0.12784 0.2721 0.147125 0.68 0.6969 0.05
